[00:00:00] 欢迎收听古爱,我是圣木工
[00:49:36] 就等到有点弹性之后
[00:49:38] 你再去把这个愿望给还掉
[00:49:39] 这没有问题的
[00:49:40] 那些什么神明还是什么小
[00:49:41] 他们一定会等你
[00:49:42] 下面一位
[00:49:42] Happy Birthday Chica
[00:49:44] 上星期六的生日快乐没有念到
[00:49:47] Semi Analysis提到800V HVDC延后
[00:49:49] AI电源族群全面下跌
[00:49:51] 但台大电目前主力人400V800V延后
[00:49:54] 反而可能延长期受益期
[00:49:55] 那另外茂连KY买了DataCom
[00:49:58] 补足了Connector和PowerShift的产品
[00:50:00] 应该未来更强
[00:50:01] 怎么看这波市场的定价逻辑
[00:50:03] 这个应该是专业人士
[00:50:04] 那我觉得你讲的东西
[00:50:06] 就跟我在上集讲的内容
[00:50:07] 基本上是一样的
[00:50:08] 我那时候不是跟大家讲说
[00:50:09] 如果你说一些光的东西要遞延
[00:50:12] 那应该Plugable的东西要上去
[00:50:13] 可是Plugable的东西也被杀下去
[00:50:15] 就代表说其实不是在跌这个
[00:50:17] 它就是一个市场的情绪的通商
[00:50:19] 那一样的道理
[00:50:20] 如果我今天讲说800VDC要延后
[00:50:22] 其实它只有两个路线去跑
[00:50:23] 那你说400V应该可以持续的走下去
[00:50:25] 或甚至它会有更长的一个收集
[00:50:27] 那它应该要上去
[00:50:27] 可是为什么它也跟着掉下去
[00:50:29] 所以这个就代表说
[00:50:30] 市场它并不是很理性的在做这件事情
[00:50:32] 那同时是因为现在的盘正好
[00:50:34] 在一个修正的阶段
[00:50:35] 所以我觉得大家不用去太在意
[00:50:37] 不管是Semi Analysis
[00:50:38] 还是谁发了什么报告
[00:50:39] 里面可能提到的东西
[00:50:40] 是在跌这个
[00:50:41] 反正你只要记得
[00:50:43] 往过去看就我跟大家提到的
[00:50:45] 你去注意一下过去的几个修正
[00:50:47] 如果你有经历过的话
[00:50:48] 当时修正的理由
[00:50:49] 是不是在后面可能过新高
[00:50:52] 或者说继续突破的时候
[00:50:53] 就没有人在意了
[00:50:54] 一定是这样子的
[00:50:55] 所以你不要在短期内去太在意各种消息
[00:50:58] 各种消息丢出来
[00:50:59] 你要做的只是去验证说
[00:51:00] 这个会不会对你的投资
[00:51:02] 不会造成毁灭的打击
[00:51:03] 如果不会
[00:51:04] 如果它只是一个短期的冲击
[00:51:05] 你真的不应该太在意它
[00:51:06] 它就是一个Noise
[00:51:07] 就很类似说
[00:51:07] 我们最近举的例子是Star Labs
[00:51:10] 因为它真的算是一个很经典的案例
[00:51:11] 就是Sexy Bag
[00:51:12] 从200多掉到100
[00:51:13] 然后接着下来是300多块400
[00:51:15] 你还记得快100的时候
[00:51:17] 也是很多听众跑来问我吗
[00:51:18] 我就是跟大家讲
[00:51:19] 虽然我也回答得很心虚
[00:51:20] 因为股价怎么会这样
[00:51:21] 可是我们看到就不是这样
[00:51:23] 我们看到明明就是好的
[00:51:24] 然后一堆人又在打落的时候
[00:51:26] 跟我说什么
[00:51:26] 股价表现是这样
[00:51:28] 就是因为什么光进同退
[00:51:30] 还什么急吧小的
[00:51:31] 那现在我问你
[00:51:31] 3到400人
[00:51:32] 你要怎么自洽你的逻辑
[00:51:34] 对不对
[00:51:34] 所以其实不用太在意短线这些
[00:51:36] 故事的变化
[00:51:37] 我还是维持我上集跟大家聊到
[00:51:39] 就是这些路线该推的
[00:51:40] 就是会继续往那个方向去推
[00:51:41] 它可能在过程中
[00:51:42] 会有一些path finding
[00:51:43] 或什么样的
[00:51:44] 或是有一些delay
[00:51:45] 那是在RA的project这边去delay
[00:51:47] 那你要知道在市场里面
[00:51:48] 像很多人都是在去trade
[00:51:50] RA project
[00:51:51] 也就是说
[00:51:51] 他们是在交易一个
[00:51:53] 正在研发中的东西
[00:51:54] 那于是他们就会波动很大
[00:51:56] 因为研发中的东西
[00:51:57] 可能会遞延
[00:51:57] 它不是像那种量产的东西
[00:51:59] 是非常稳定的
[00:51:59] 所以你要去接受
[00:52:01] 就是在过程中
[00:52:01] 这样的一个震荡
[00:52:02] 它是一个正常的现象
[00:52:03] 大家讲
[00:52:04] 好那再见
[00:52:04] 拜拜
[00:52:05] 拜拜
[00:52:06] 
[00:52:06] 
[00:52:06] 
